"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"2632","28154440","薇風精品有限公司","屏東縣屏東市安鎮里大豐路3巷1號","廖萬鳳","90000000","1100521"
"2633","28154791","丞徽有限公司","新北市三重區中興北街204巷18號","趙忠賢","6000000","1100521"
"2634","28156762","作昌企業有限公司","彰化縣大村鄉村上村中正東路93號","賴意晴","528000","1100518"
"2635","28159515","樂力實業有限公司","彰化縣花壇鄉南口村花壇街463號1樓","黃茂盛","5000000","1100504"
"2636","28160908","佳浩淨水設備有限公司","桃園市桃園區中山里宏昌十三街632號1樓","劉泰瑜","1000000","1100505"
"2637","28161189","香擘國際開發股份有限公司","桃園市大園區橫峰里領航北路四段352號3樓","簡啓傑","10000000","1100511"
"2638","28162390","大禹興業有限公司","臺中市大里區大元里現岱路16巷11弄8號","黃再和","500000","1100527"
"2639","28162877","縉旺興業有限公司","臺中市大雅區二和里田心一街1巷7號1樓","許雅婷","3000000","1100522"
"2640","28163171","韋伯斯特有限公司","新北市中和區中正路5號1樓","戴暉敏","1000000","1100527"
"2641","28165925","曜通貿易股份有限公司","臺中市西屯區福雅里福祥街11號5樓之1","楊浩維","25000000","1100524"
"2642","28169746","鑫輇工程有限公司","屏東縣滿州鄉滿州村中山路3巷6號2樓","李奎漢","5000000","1100510"
"2643","28172756","和達管理顧問股份有限公司","臺北市信義區信義路5段5號6樓","鄭銘俊","5000000","1100511"
"2644","28173988","普泰光電股份有限公司","新北市新莊區中正路46巷8號","張永宗","114077630","1100518"
"2645","28177675","玲瓏閣有限公司","桃園市八德區富城街52號","巫沂嬛","1000000","1100505"
"2646","28177838","廣源投資股份有限公司","臺北市中山區樂群二路267號3樓之6","林信義","960000000","1100505"
"2647","28182543","宇林文化事業股份有限公司","高雄市三民區通化街47巷3之1號","王森洲","5000000","1100517"
"2648","28183493","美食家有限公司","新北市中和區中山路2段332巷17號2樓","郭秀蓮","2000000","1100518"
"2649","28186718","新紀投資股份有限公司","臺北市士林區雨聲街7號5樓","謝玉蓉","42000000","1100519"
"2650","28187420","欣達環工股份有限公司","臺北市大安區敦化南路2段95號15樓","陳升忇","2300000000","1100525"
"2651","28188027","敦有建設有限公司","臺北市大安區敦化南路2段172巷6號1樓","曾一塵","65000000","1100519"
"2652","28193371","翰樺電信有限公司","臺北市中山區錦州街25號5樓","李秉緯","6000000","1100507"
"2653","28195054","輝記產業股份有限公司","臺北市南港區興南街13號","呂士宏","25000000","1100507"
"2654","28197412","聖卡羅國際股份有限公司","臺北市中正區金山南路1段25號1樓及地下室","黃貴梅","6000000","1100524"
"2655","28201422","堯年有限公司","臺北市中山區建國北路2段85號8樓","喻業祥","3000000","1100503"
"2656","28201696","虹昇投資股份有限公司","臺北市信義區忠孝東路5段410號5樓之1","王施美雀","800000","1100517"
"2657","28203580","富達營造股份有限公司","臺北市大安區敦化南路2段95號15樓","周黎明","30000000","1100514"
"2658","28210344","富觀旅行社有限公司","臺北市中山區林森北路100號8樓之9","黃麟惠","7000000","1100514"
"2659","28211630","風雲物業管理顧問股份有限公司","桃園市桃園區中平里宏昌六街158號2樓","林依潔","500000","1100527"
"2660","28211667","台灣美香珍有限公司","新北市中和區中正路774號","謝彩筠","1000000","1100504"
"2661","28214123","華信整合公關股份有限公司","臺北市中正區青島東路7號5樓之1","蕭玉霞","1300000","1100512"
"2662","28215214","科普資訊股份有限公司","臺北市松山區復興北路181號2樓","黃淑貞","25000000","1100531"
"2663","28216683","乙太光電科技有限公司","桃園市龍潭區高楊南路19巷1號2樓","莊孝炎","20000000","1100510"
"2664","28218113","一兆鑫事業有限公司","臺北市信義區信義路5段150巷499號地下","林邑黛","2000000","1100507"
"2665","28219680","景睿科技股份有限公司","臺北市中山區南京東路3段68號8樓","鄭林合","65000000","1100517"
"2666","28222812","瑞士達實業股份有限公司","新竹縣湖口鄉中正路二段196號4樓","方星淞","20800000","1100506"
"2667","28225613","維勤實業有限公司","桃園市中壢區過嶺里松義路88號18樓","吳大維","2000000","1100507"
"2668","28227540","義沄實業有限公司","臺北市松山區八德路3段182號9樓之15","陳俊宏","1000000","1100506"
"2669","28228359","建燊科技有限公司","臺北市南港區忠孝東路6段442號4樓","鄭豐燁","4000000","1100519"
"2670","28229792","玖東興業股份有限公司","新北市汐止區新台五路1段93號11樓","范耕魁","250000000","1100507"
"2671","28280972","台精工具股份有限公司","高雄市三民區博愛一路366號6樓之2","徐文桂","25250000","1100511"
"2672","28281282","金磚廢料回收控管股份有限公司","高雄市苓雅區正言路107巷4號10樓","文憲一","20000000","1100506"
"2673","28283036","金泰建設有限公司","高雄市三民區察哈爾2街7巷19弄3號8樓","施進入","25000000","1100521"
"2674","28284491","台灣百笑國際食品企業有限公司","高雄市小港區港源街97號1樓","吳侃祐","11000000","1100528"
"2675","28285908","享旺生化科技有限公司","高雄市新興區德順街11號3樓","朱莉","1000000","1100525"
"2676","28289263","數點創意國際行銷有限公司","高雄市三民區大德街75巷9號1樓","許洛婕","1000000","1100521"
"2677","28290959","得家堡建設有限公司","高雄市苓雅區福德二路271號7樓之4","吳彥志","10000000","1100511"
"2678","28291161","和磊工程股份有限公司","高雄市大寮區鳳屏一路185巷38號2樓","王美珠","5000000","1100526"
"2679","28294343","宏霖生技有限公司","高雄市三民區明誠2路28之7號1樓","劉建宏","5000000","1100511"
"2680","28294723","逸弘實業有限公司","臺北市松山區南京東路5段399號13樓","曾俊榮 ","2000000","1100507"
"2681","28298410","富莉企業有限公司","高雄市前鎮區一心二路128號9樓之1","彭稚豐","1000000","1100504"
"2682","28298468","貳拾壹世紀有限公司","高雄市前鎮區光華二路187號1樓","洪榮發","1000000","1100527"
"2683","28300345","宏裕資產管理股份有限公司","高雄市大樹區學城路一段9號2樓","吳林茂","1519000000","1100503"
"2684","28300725","全民綠能電力股份有限公司","高雄市大社區和平路1段115之11號","阮宏昇","1000000","1100521"
"2685","28300844","天盉物業管理顧問股份有限公司","高雄市三民區九如二路597號6樓之5","洪美玉","10000000","1100507"
"2686","28301484","創芙科技有限公司","高雄市鼓山區大順一路439號6樓之3","何美蓮","5000000","1100519"
"2687","28303315","歐基里德有限公司","高雄市鳥松區和盛東街68號2樓","黃佳驊","16000000","1100513"
"2688","28303997","香萘米有限公司","高雄市前鎮區復興四路12號11樓之7","吳燕如","1000000","1100526"
"2689","28310408","台大生物科技實業有限公司","苗栗縣竹南鎮新南里20鄰新南街20巷26號","黃小倩","5000000","1100510"
"2690","28310884","崑益建設股份有限公司","新北市淡水區八勢路50巷5弄13號","黃美靜","90000000","1100511"
"2691","28312898","智晟國際有限公司","桃園市龜山區大湖里文化三路37巷11號4樓","許哲榮","2500000","1100505"
"2692","28313025","高誠科技股份有限公司","新北市土城區忠承路85號8樓","黃銘賢","60000000","1100521"
"2693","28314354","潔懋衛浴有限公司","臺中市大雅區昌平路四段282巷351之32號1樓","陳惠玲","1000000","1100521"
"2694","28321474","玖巨有限公司","桃園市平鎮區延平路三段28號","鍾隆壽","2000000","1100512"
"2695","28321550","宏秀工業有限公司","彰化縣和美鎮面前里布西路52巷16號","謝嘉財","500000","1100524"
"2696","28323889","立翔旅行社有限公司","苗栗縣竹南鎮大厝里大營路159號1樓","林進隆","6000000","1100520"
"2697","28323945","宇澤建設有限公司","臺中市豐原區西湳里20鄰豐原大道七段1號","林益宏","50000000","1100514"
"2698","28323966","九彥科技股份有限公司","雲林縣斗南鎮明昌里中興路503號","徐世杰","26266000","1100520"
"2699","28327549","新利得塑膠實業有限公司","臺南市安定區中沙里中崙174號1樓","蔡王淑鳳","3000000","1100512"
"2700","28329103","勇冠不動產仲介經紀有限公司","桃園市龜山區大湖里文化二路32之19號","吳品珠","600000","1100528"
"2701","28329482","虹緯電訊工程有限公司","臺中市南屯區大誠里大墩二街96號12樓之3","楊家昇","16000000","1100524"
"2702","28336028","自由國際有限公司","新北市三重區集賢路43號5樓","陳盈誌","1000000","1100507"
"2703","28336322","凱欣投資股份有限公司","新北市新店區寶高路21之1號5樓","鍾陳阿媛","3000000","1100520"
"2704","28338118","懋環企業有限公司","新北市中和區和平街24巷7之1號","李承達","4500000","1100526"
"2705","28339398","玖億室內裝修設計有限公司","臺中市大雅區中清路三段936號1樓","楊雨綦","5000000","1100511"
"2706","28345573","首都開發工程有限公司","臺南市鹽水區竹林里蜈蜞坑38號1樓","陳連成","17000000","1100503"
"2707","28345862","數泓科技股份有限公司","臺中市潭子區潭秀里北環路15-1號","游祥鎮","125685000","1100526"
"2708","28349558","椿鼎營造有限公司","桃園市平鎮區廣仁里新光路75巷1號","江春菊","3600000","1100504"
"2709","28350225","半畝塘投資股份有限公司","新竹縣竹北市東興路1段146號2樓","江文淵","117250000","1100520"
"2710","28350891","凱瑟琳有限公司","桃園市桃園區中正路1249號14樓之4","梁惠雯","5000000","1100521"
"2711","28350999","林偉開發股份有限公司","臺中市西區大隆路20號13樓之7","阮坤池","50000000","1100503"
"2712","28352048","順碁貿易有限公司","臺南市中西區西賢里西賢1街192號1樓","徐順仁","2000000","1100519"
"2713","28352440","禾楓水舍汽車旅館有限公司","臺南市新營區新南里長榮路二段1125號","陳信允","17000000","1100513"
"2714","28352779","進勳企業有限公司","新竹縣湖口鄉湖鏡村中正路三段26巷23號4樓","邱裕宸","500000","1100526"
"2715","28353551","星達輕鋼架有限公司","新北市鶯歌區香賓街3巷21號(1樓)","陳加強","1000000","1100514"
"2716","28357732","欣傳企業有限公司","桃園市桃園區中山里中平路98號8樓之3","陳翰緯","1500000","1100531"
"2717","28360259","品菓國際企業股份有限公司","臺中市烏日區螺潭里溪南路二段68巷26弄38號","蔡采妡","10000000","1100506"
"2718","28360835","勤林有限公司","新北市五股區五工二路119號(2樓)","歐陽彤","1000000","1100528"
"2719","28368365","翔詠投資股份有限公司","臺中市西區五權西路一段237號6樓之2","林淑美","1000000","1100503"
"2720","28369667","迅研有限公司","新北市永和區永利路108號1樓","侯明德","500000","1100513"
"2721","28370783","虹鋁實業有限公司","臺中市沙鹿區北勢里北勢二街115號","胡代雄","3000000","1100505"
"2722","28371755","鍵鋐企業股份有限公司","新北市板橋區莊敬路220巷50號","詹順統","5000000","1100506"
"2723","28372023","明宬有限公司","新北市新店區北新路2段173號5樓","陳永潭","10000000","1100520"
"2724","28372327","惠志琪企業有限公司","新北市樹林區樹新路219巷35號2樓","邱惠卿","5000000","1100520"
"2725","28373732","台義工業有限公司","新北市新莊區新泰路277巷58號5樓","彭國榮","6000000","1100506"
"2726","28375859","宜佳網路科技有限公司","臺中市南屯區惠中里文心路一段378號9樓之6","李恩佶","1000000","1100503"
"2727","28376169","宜泰工程有限公司","宜蘭縣宜蘭市建軍里泰山路263號1樓","簡昱泰","10000000","1100504"
"2728","28380781","旭陞精密機械有限公司","高雄市梓官區赤崁北路166號1樓","江益昇","1000000","1100506"
"2729","28381607","佳瑪內衣設計股份有限公司","桃園市桃園區中寧里中正路1071號18樓之5","劉政翰","10500000","1100505"
